date,type,price,entry_level
2025-12-17,BUY,155.41900634765625,155.3990020751953
2025-12-17,BUY,155.5749969482422,155.56900024414062
2025-12-19,BUY,157.69000244140625,157.67799377441406
2025-12-26,BUY,156.39999389648438,156.28399658203125
2025-12-30,BUY,156.3489990234375,156.33999633789062
2026-01-09,BUY,157.33299255371094,157.29800415039062
2026-01-09,BUY,157.41299438476562,157.38999938964844
2026-01-23,BUY,158.94400024414062,158.87899780273438
